Date,Name of Vendors,Expense Description,Amount,Transaction Type,Expense Category,Account Name,Labels,Notes
6/23/2018,Mission,76 - MISSION SAN FRANCISCOCA,22.54,debit,Gas & Fuel,Costco Anywhere Visa® Card by Citi,,
6/23/2018,Lucky,LUCKY #773 SANTA CLA SANTA CLARA CA,5.99,debit,Groceries,XXXXXXXXXX1112,,
6/23/2018,Alaska Air,ALASKA AIR 0277157111722SEATTLE WA,517.4,debit,Air Travel,Bank of America Cash Rewards Visa Platinum Plus,,
6/23/2018,Alaska Air,ALASKA AIR 0277157111721SEATTLE WA,517.4,debit,Air Travel,Bank of America Cash Rewards Visa Platinum Plus,,
6/22/2018,Wal-Mart,WALMART 002119 MILPITAS CA<br/>SAM'S/WAL-MART PURCHASE(S),74.3,debit,Shopping,XXXXXXXXXX1993,,
6/22/2018,Wal-Mart,WALMART 003123 SANTA CLARA CA<br/>SAM'S/WAL-MART PURCHASE(S),18.16,debit,Shopping,XXXXXXXXXX1993,,
6/22/2018,Foreign Transaction Fee,FOREIGN TRANSACTION FEE C_FEES,54.68,debit,Service Fee,Bank of America Cash Rewards Visa Platinum Plus,,
6/22/2018,Expedia,EXPEDIA 7360704821256 EXPEDIA.COM WA,9.1,debit,Travel,Bank of America Cash Rewards Visa Platinum Plus,,
6/22/2018,Expedia,EXPEDIA 7360704821256 EXPEDIA.COM WA,12,debit,Travel,Bank of America Cash Rewards Visa Platinum Plus,,
6/22/2018,ATM Cupertino Ca,ATM PAYMENT CUPERTINO CA,60,credit,Credit Card Payment,Bank of America Cash Rewards Visa Platinum Plus,,
6/22/2018,Sw Travel Az,SW TRAVEL.AZ BAKU,1822.93,debit,Travel,Bank of America Cash Rewards Visa Platinum Plus,,
6/21/2018,Verizon Wireless,VZWRLSS*APOCC VISW 800-922-0204 FL,59.03,debit,Mobile Phone,Bank of America Cash Rewards Visa Platinum Plus,,
6/20/2018,Lucky,LUCKY #773 SANTA CLA SANTA CLARA CA,10.32,debit,Groceries,XXXXXXXXXX1112,,
6/20/2018,Costco Gas,COSTCO GAS #0423 SUNNYVALE CA,55.13,debit,Gas & Fuel,Costco Anywhere Visa® Card by Citi,,
6/20/2018,Costco,COSTCO WHSE #0423 SUNNYVALE CA,132.13,debit,Shopping,Costco Anywhere Visa® Card by Citi,,
6/20/2018,Loan,To Loan 99301,439.73,debit,Auto Payment,FREE CHECKING,,
6/20/2018,Transfer from EVERYDAY CHECKING,ONLINE PAYMENT DEERFIELD IL,274.53,credit,Credit Card Payment,XXXX-XXXX-XXXX-7998,,
6/19/2018,Rewards Special Offer,REWARDS/SPECIAL OFFER CREDIT,1.62,credit,Income,XXXXXXXXXX1112,,
6/19/2018,Interest Charge Purchases,INTEREST CHARGE ON PURCHASES,38.37,debit,Finance Charge,XXXXXXXXXX1112,,
6/19/2018,Whole Foods,WHOLEFDS STC 10267 CUPERTINO CA,68.42,debit,Groceries,XXXXXXXXXX1112,,
6/19/2018,Amazon,AMAZON MARKETPLACE SEATTLE WA<br/>Amazon.com Refund,57.07,credit,Shopping,XXXXXXXXXX4742,,
6/18/2018,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,15.46,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
6/18/2018,Whole Foods,WHOLEFDS STC 10267 CUPERTINO CA,10.91,debit,Groceries,XXXXXXXXXX1112,,
6/18/2018,Interest Charged,INTEREST CHARGED TO STANDARD PURCH,26.33,debit,Finance Charge,Costco Anywhere Visa® Card by Citi,,
6/18/2018,Speed Oil Change,"SPEED OIL CHANGE CENTER, SANTA CLARA CA",71.3,debit,Service & Parts,Costco Anywhere Visa® Card by Citi,,
6/17/2018,Lucky,LUCKY #773 SANTA CLA SANTA CLARA CA,2.33,debit,Groceries,XXXXXXXXXX1112,,
6/17/2018,Janie Jack,JANIE AND JACK 2146 SANTA CLARA CA,62.37,debit,Clothing,XXXXXXXXXX1112,,
6/16/2018,Comcast,COMCAST CALIFORNIA 800-COMCAST CA,49.81,debit,Television,Bank of America Cash Rewards Visa Platinum Plus,,
6/15/2018,Isfahan Kabob Beryani,ISFAHAN KABOB BERYANI C_PURCHASE,86.12,debit,Restaurants,Business Advantage Cash Rewards,,
6/15/2018,Ecx Llc,ECX LLC C_PURCHASE,67.76,debit,Restaurants,Business Advantage Cash Rewards,,
6/15/2018,Intl Gourmet Foods,INTL GOURMET FOODS C_PURCHASE,52.76,debit,Groceries,Business Advantage Cash Rewards,,
6/15/2018,Whole Foods,WHOLEFDS STC 10267 CUPERTINO CA,133.71,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
6/15/2018,Union 76,76,26.71,debit,Gas & Fuel,Bank of America Cash Rewards Visa Platinum Plus,,
6/15/2018,Rewards Special Offer,REWARDS/SPECIAL OFFER CREDIT,0.15,credit,Income,XXXXXXXXXX1993,,
6/15/2018,Minimum Interest Charge,MINIMUM INTEREST CHARGE,1,debit,Finance Charge,XXXXXXXXXX1993,,
6/13/2018,Netflix,NETFLIX.COM C_PURCHASE,10.99,debit,Movies & DVDs,Business Advantage Cash Rewards,,
6/13/2018,Csc Us Embassy,CSC*US EMBASSY MRV FEE C_PURCHASE,160,debit,Fees & Charges,Business Advantage Cash Rewards,,
6/13/2018,AT&T,VESTA *AT&T 866-608-3007 OR,42.2,debit,Mobile Phone,Bank of America Cash Rewards Visa Platinum Plus,,
6/13/2018,Transfer to Platinum Mastercard,AMAZON MARKETPLACE SEATTLE WA<br/>8GB Micron DDR3 1600 MHz PC3-1,57.07,debit,Credit Card Payment,XXXXXXXXXX4742,,
6/13/2018,Online Thank You,"ONLINE PAYMENT, THANK YOU",350,credit,Credit Card Payment,Costco Anywhere Visa® Card by Citi,,
6/12/2018,Transfer from XXXXXXXXXX4742,Amazon,57.07,credit,Credit Card Payment,Platinum Mastercard,,
6/12/2018,Whole Foods,WHOLEFDS STC 10267 CUPERTINO CA,31,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
6/12/2018,Skechers,SKECHERS-USA #348 SANTA CLARA CA,77.49,debit,Clothing,Bank of America Cash Rewards Visa Platinum Plus,,
6/12/2018,Uber.com,UBER   TRIP P4CRS C_PURCHASE,5.69,debit,Rental Car & Taxi,SAHILA IBRAHIMIL,,
6/12/2018,Uber.com,UBER   Z53P3 C_PURCHASE,4.77,debit,Rental Car & Taxi,SAHILA IBRAHIMIL,,
6/12/2018,Uber.com,UBER   JELDS C_PURCHASE,4.77,debit,Rental Car & Taxi,SAHILA IBRAHIMIL,,
6/12/2018,Uber.com,UBER   Z53P3 C_PURCHASE,4.77,debit,Rental Car & Taxi,Business Advantage Cash Rewards,,
6/12/2018,Uber.com,UBER   JELDS C_PURCHASE,4.77,debit,Rental Car & Taxi,Business Advantage Cash Rewards,,
6/12/2018,Uber.com,UBER   TRIP P4CRS C_PURCHASE,5.69,debit,Rental Car & Taxi,Business Advantage Cash Rewards,,
6/11/2018,Oakridge,OAKRIDGE San Jose CA,65.53,debit,Clothing,XXXX-XXXX-XXXX-2118,,
6/11/2018,Lucky,Lucky supermarket,3.66,debit,Groceries,Platinum Mastercard,,
6/11/2018,Capital One Online,CAPITAL ONE ONLINE PYMT AuthDate 11-J un,446.21,credit,Credit Card Payment,Platinum Mastercard,,
6/11/2018,Online Payment,ONLINE PAYMENT THANK YOU ALPHARETTA GA,55,credit,Credit Card Payment,XXXXXXXXXX1112,,
6/11/2018,Anwar Bazaar & Bakery,ANWAR BAZAAR & BAKERY SAN JOSE CA,12.57,debit,Restaurants,Bank of America Cash Rewards Visa Platinum Plus,,
6/11/2018,Round Table,ROUND TABLE PIZZA SAN JOSE CA,25.9,debit,Fast Food,Bank of America Cash Rewards Visa Platinum Plus,,
6/11/2018,Valero,SANTA CLARA VALERO SANTA CLARA CA,28.38,debit,Gas & Fuel,Bank of America Cash Rewards Visa Platinum Plus,,
6/11/2018,Intl Gourmet Foodjiose,INTL GOURMET FOODS SAN JIOSE CA,96.43,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
6/11/2018,Geico,GEICO *AUTO 800-841-3000 DC,170.46,debit,Auto Insurance,Bank of America Cash Rewards Visa Platinum Plus,,
6/11/2018,Gap,GAP US 138 SANTA CLARA CA,65.02,debit,Clothing,Bank of America Cash Rewards Visa Platinum Plus,,
6/11/2018,Smitten Ice Cream,SMITTEN ICE CREAM,40,debit,Fast Food,Bank of America Cash Rewards Visa Platinum Plus,,
6/11/2018,Walgreens,WALGREENS #2740 SANTA CLARA CA,12.43,debit,Pharmacy,Bank of America Cash Rewards Visa Platinum Plus,,
6/10/2018,Valley Fair Ca,VALLEY FAIR (CA) Santa Clara CA,38.23,debit,Restaurants,XXXX-XXXX-XXXX-2118,,
6/10/2018,Valley Fair Ca,VALLEY FAIR (CA) Santa Clara CA,0.09,credit,Credit Card Payment,XXXX-XXXX-XXXX-2118,,
6/10/2018,Valley Fair Ca,VALLEY FAIR (CA) Santa Clara CA,65.38,credit,Credit Card Payment,XXXX-XXXX-XXXX-2118,,
6/10/2018,Interest Charge Purchases,INTEREST CHARGE ON PURCHASES,8.89,debit,Finance Charge,XXXXXXXXXX4742,,
6/9/2018,Online Thank You,"ONLINE PAYMENT, THANK YOU",50,credit,Credit Card Payment,Costco Anywhere Visa® Card by Citi,,
6/9/2018,Costco,COSTCO WHSE #0423 SUNNYVALE CA,92.1,debit,Shopping,Costco Anywhere Visa® Card by Citi,,
6/9/2018,Transfer from EVERYDAY CHECKING,ONLINE PAYMENT THANK YOU ALPHARETTA GA,170,credit,Credit Card Payment,XXXXXXXXXX1112,,
6/9/2018,Transfer from EVERYDAY CHECKING,PAYMENT - THANK YOU,43.71,credit,Credit Card Payment,XXXXXXXXXX1993,,
6/9/2018,Patelco El Camino,PATELCO CREDIT 2654 EL CAMINO REPATELCO CREDIT 2654 EL CAMINO REAL SANTA CLARA CAUS,460,credit,Auto Payment,FREE CHECKING,,
6/9/2018,Patelco Credit Union,PATELCO CREDIT 2654 EL CAMINO REPATELCO CREDIT 2654 EL CAMINO REAL SANTA CLARA CAUS,10,debit,Financial,FREE CHECKING,,
6/8/2018,Valley Fair Ca,VALLEY FAIR (CA) Santa Clara CA,65.38,debit,Restaurants,XXXX-XXXX-XXXX-2118,,
6/8/2018,Lucky,Lucky supermarket,7.67,debit,Groceries,Platinum Mastercard,,
6/8/2018,Purchase Finance Charge,PURCHASE *FINANCE CHARGE* C_FEE,48.56,debit,Finance Charge,CORP Account - Business Advantage Cash Rewards,,
6/8/2018,Minimum Interest Charge,MINIMUM INTEREST CHARGE,2,debit,Finance Charge,XXXX-XXXX-XXXX-2118,,
6/8/2018,Late Payment Fee,LATE FEE,14.82,debit,Late Fee,XXXXXXXXXX1993,,
6/7/2018,Utilities Ca,SANTA CLARA UTILITIES 4086152300 CA,27.69,debit,Utilities,XXXXXXXXXX1112,,
6/7/2018,Interest Charged Purchases,INTEREST CHARGED ON PURCHASES C_BANKCHARGES,44.26,debit,Finance Charge,Bank of America Cash Rewards Visa Platinum Plus,,
6/7/2018,Whole Foods,Whole Foods Market,72.72,debit,Groceries,Platinum Mastercard,,
6/6/2018,Ca Banking Center,CA Banking Center payment,200,credit,Credit Card Payment,Business Advantage Cash Rewards,,
6/6/2018,Whole Foods,Whole Foods Market,28.86,debit,Groceries,Platinum Mastercard,,
6/6/2018,Interest Charged Dir,INTEREST CHARGED ON DIR DEP&CHK CASHADV C_BANKCHARGES,12.64,debit,Finance Charge,Bank of America Cash Rewards Visa Platinum Plus,,
6/6/2018,Ca Banking Center,CA Banking Center payment,1400,credit,Credit Card Payment,Bank of America Cash Rewards Visa Platinum Plus,,
6/6/2018,Interest Charged Purchases,INTEREST CHARGED ON PURCHASES C_BANKCHARGES,60.87,debit,Finance Charge,Bank of America Cash Rewards Visa Platinum Plus,,
6/5/2018,Whole Foods,Whole Foods Market,61.78,debit,Groceries,Platinum Mastercard,,
6/5/2018,Uber.com,UBER   TRIP V4VDN C_PURCHASE,4.9,debit,Rental Car & Taxi,SAHILA IBRAHIMIL,,
6/5/2018,Uber.com,UBER   TRIP V4VDN C_PURCHASE,4.9,debit,Rental Car & Taxi,Business Advantage Cash Rewards,,
6/4/2018,Transfer from EVERYDAY CHECKING,PAYMENT - THANK YOU,65.58,credit,Credit Card Payment,XXXX-XXXX-XXXX-2118,,
6/4/2018,Doordash,DoorDash,15.58,debit,Restaurants,Platinum Mastercard,,
6/4/2018,Intl Gourmet Foods,INTL GOURMET FOODS,45.76,debit,Groceries,Platinum Mastercard,,
6/3/2018,Fisherman's Wharf Union 76,76 - FISHERMANS WHARF UNISAN FRANCISCOCA,34.66,debit,Gas & Fuel,Costco Anywhere Visa® Card by Citi,,
6/2/2018,Costco,COSTCO WHSE #0423 SUNNYVALE CA,31.55,debit,Shopping,Costco Anywhere Visa® Card by Citi,,
6/2/2018,Anwar Bazaar & Bakery,Anwar Bazaar & Bakery,14.68,debit,Restaurants,Platinum Mastercard,,
6/1/2018,Valley Fair Ca,VALLEY FAIR (CA) Santa Clara CA,15.73,credit,Credit Card Payment,XXXX-XXXX-XXXX-2118,,
6/1/2018,Whole Foods,Whole Foods Market,81.59,debit,Groceries,Platinum Mastercard,,
6/1/2018,Ets Ctf Toefl,ETS*CTF TOEFL iBT Test 609-771-7100 NJ,195,debit,Education,XXXX-XXXX-XXXX-7998,,
6/1/2018,Gus,76 - GUS 76 BURLINGAME CA,31.68,debit,Gas & Fuel,XXXX-XXXX-XXXX-7998,,
6/1/2018,Domino's Pizza,7934 Dominos Pizza HAYWARD CA,14.19,debit,Fast Food,Bank of America Cash Rewards Visa Platinum Plus,,
5/31/2018,Dividend,DIVIDEND,0.03,credit,Investments,POD Savings Account,,
5/31/2018,Education,Educational Credential Ev414-289-3400 WI,45,debit,Student Loan,XXXX-XXXX-XXXX-7998,,
5/31/2018,Calstateapply Ca,CALSTATEAPPLY 857-3042087 CA,55,debit,Tuition,XXXX-XXXX-XXXX-7998,,
5/31/2018,Whole Foods,Whole Foods Market,4.78,debit,Groceries,Platinum Mastercard,,
5/30/2018,Best Buy,"BESTBUY.COM, 888-BESTBUY",10.89,debit,Electronics & Software,XXXX-XXXX-XXXX-7998,,
5/30/2018,Ba Electronic,BA ELECTRONIC PAYMENT,120,credit,Credit Card Payment,Bank of America Cash Rewards Visa Platinum Plus,,
5/30/2018,Ba Electronic,BA ELECTRONIC PAYMENT,80,credit,Credit Card Payment,CORP Account - Business Advantage Cash Rewards,,
5/30/2018,Ba Electronic,BA ELECTRONIC PAYMENT,75,credit,Credit Card Payment,Bank of America Cash Rewards Visa Platinum Plus,,
5/30/2018,Walgreens,Walgreens,2.18,credit,Pharmacy,Platinum Mastercard,,
5/30/2018,Walgreens,Walgreens,22.86,debit,Pharmacy,Platinum Mastercard,,
5/30/2018,Amazon,Amazon,57.07,debit,Shopping,Platinum Mastercard,,
5/29/2018,Potato Corner,Potato Corner,10.88,debit,Fast Food,Platinum Mastercard,,
5/29/2018,Amazon,Amazon,2.17,debit,Shopping,Platinum Mastercard,,
5/29/2018,Chocolate Chair Vall,CHOCOLATE CHAIR - VALL,5,debit,Restaurants,Platinum Mastercard,,
5/29/2018,Chocolate Chair Vall,CHOCOLATE CHAIR - VALL,5,debit,Restaurants,Platinum Mastercard,,
5/28/2018,Walgreens,WALGREENS #2740 SANTA CLARA CA,6.53,debit,Pharmacy,Costco Anywhere Visa® Card by Citi,,
5/28/2018,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,3.19,debit,Groceries,Costco Anywhere Visa® Card by Citi,,
5/28/2018,Felipe's Market,Felipe's Market,11.99,debit,Groceries,Platinum Mastercard,,
5/27/2018,Jack in the Box,JACK IN THE BOX 0413 OAKLAND CA,6,debit,Fast Food,Costco Anywhere Visa® Card by Citi,,
5/27/2018,Chevron,CHEVRON 0090338 OAKLAND CA,25.16,debit,Gas & Fuel,Costco Anywhere Visa® Card by Citi,,
5/27/2018,Valley Fair Ca,VALLEY FAIR (CA) Santa Clara CA,15.73,debit,Restaurants,XXXX-XXXX-XXXX-2118,,
5/27/2018,Best Buy,"BEST BUY, San Jose, CA",35.88,credit,Electronics & Software,XXXX-XXXX-XXXX-7998,,
5/27/2018,Best Buy,"BEST BUY, San Jose, CA",27.16,credit,Electronics & Software,XXXX-XXXX-XXXX-7998,,
5/26/2018,Deerfield Il,ONLINE PAYMENT DEERFIELD IL,31.52,credit,Credit Card Payment,XXXX-XXXX-XXXX-7998,,
5/24/2018,California Parking,CALIFORNIA PARKING C_PURCHASE,10.5,debit,Parking,Business Advantage Cash Rewards,,
5/24/2018,Exxon,EXXONMOBIL 99493553 SANTA CLARA CA,21.94,debit,Gas & Fuel,XXXXXXXXXX1112,,
5/24/2018,Online Thank You,ONLINE PYMT-THANK YOU ATLANTA GA,150,credit,Credit Card Payment,XXXXXXXXXX4742,,
5/23/2018,7-Eleven,7-ELEVEN 14333 C_PURCHASE,4.83,debit,Fast Food,Business Advantage Cash Rewards,,
5/23/2018,Felipe's Market,FELIPE'S MARKET SUNNYVALE CA,34.34,debit,Groceries,XXXXXXXXXX1112,,
5/23/2018,Costco,COSTCO WHSE #0423 SUNNYVALE CA,127.75,debit,Shopping,Costco Anywhere Visa® Card by Citi,,
5/22/2018,Whole Foods,WHOLEFDS STC 10267 C_PURCHASE,32.3,debit,Groceries,Business Advantage Cash Rewards,,
5/22/2018,Paid,Paid,30,debit,Auto & Transport,CFNA Credit First Card,,
5/21/2018,Walgreens,WALGREENS #2740 C_PURCHASE,10.99,debit,Pharmacy,Business Advantage Cash Rewards,,
5/21/2018,Nation Giant Ham,NATION'S GIANT HAM DALY CITY CA,13.87,debit,Fast Food,Bank of America Cash Rewards Visa Platinum Plus,,
5/20/2018,Interest Charge Purchases,INTEREST CHARGE ON PURCHASES,46.28,debit,Finance Charge,XXXXXXXXXX1112,,
5/20/2018,Rewards Special Offer,REWARDS/SPECIAL OFFER CREDIT,3.17,credit,Income,XXXXXXXXXX1112,,
5/20/2018,Loan,To Loan 99301,439.73,debit,Auto Payment,FREE CHECKING,,
5/19/2018,Wal-Mart,WALMART 003123 SANTA CLARA CA&lt;br/&gt;SAM'S/WAL-MART PURCHASE(S),14.07,debit,Shopping,XXXXXXXXXX1993,,
5/19/2018,Best Buy,"BEST BUY, San Carlos, CA",27.16,debit,Electronics & Software,XXXX-XXXX-XXXX-7998,,
5/18/2018,Amazon,AMAZON MARKETPLACE SEATTLE WA&lt;br/&gt;Nosiva Tripod Whiteboard - 24x,85.99,debit,Shopping,XXXXXXXXXX4742,,
5/17/2018,Valero,SANTA CLARA VALERO SANTA CLARA CA,21.83,debit,Gas & Fuel,XXXXXXXXXX1112,,
5/17/2018,Best Buy,"BESTBUY.COM, 888-BESTBUY",35.88,debit,Electronics & Software,XXXX-XXXX-XXXX-7998,,
5/16/2018,Vusal Ibahimli Star,Vusal Ibahimli  STAR ONE CU      NEW ACCT   180515,50,credit,Income,POD Savings Account,,
5/16/2018,Vusal Ibahimli Star,Vusal Ibahimli  STAR ONE CU      NEW ACCT   180515,25,credit,Income,Checking Account,,
5/16/2018,AT&T,VESTA *AT&T 866-608-3007 OR,27.47,debit,Mobile Phone,Bank of America Cash Rewards Visa Platinum Plus,,
5/16/2018,Comcast,COMCAST CALIFORNIA 800-COMCAST CA,48.86,debit,Television,Bank of America Cash Rewards Visa Platinum Plus,,
5/16/2018,Turo Ca,TURO 8667352901 CA,4.12,debit,Rental Car & Taxi,XXXXXXXXXX1112,,
5/16/2018,Interest Charged,INTEREST CHARGED TO STANDARD PURCH,25.78,debit,Finance Charge,Costco Anywhere Visa® Card by Citi,,
5/16/2018,Rewards Special Offer,REWARDS/SPECIAL OFFER CREDIT,0.15,credit,Income,XXXXXXXXXX1993,,
5/15/2018,Print.It.Com,EPRINTIT.COM CORP TORONTO ON,5,debit,Newspapers & Magazines,Bank of America Cash Rewards Visa Platinum Plus,,
5/15/2018,Foreign Transaction Fee,FOREIGN TRANSACTION FEE C_FEES,0.15,debit,Service Fee,Bank of America Cash Rewards Visa Platinum Plus,,
5/14/2018,Netflix,NETFLIX.COM C_PURCHASE,10.99,debit,Movies & DVDs,Business Advantage Cash Rewards,,
5/14/2018,Valero,SANTA CLARA VALERO SANTA CLARA CA,48.02,debit,Gas & Fuel,Bank of America Cash Rewards Visa Platinum Plus,,
5/14/2018,Union 76,76,40.11,debit,Gas & Fuel,Bank of America Cash Rewards Visa Platinum Plus,,
5/14/2018,Honda,AN HONDA FREMONT FREMONT CA,1000,debit,Auto Payment,Bank of America Cash Rewards Visa Platinum Plus,,
5/14/2018,Transfer from EVERYDAY CHECKING,CAPITAL ONE ONLINE PYMT AuthDate 13-May,335.16,credit,Credit Card Payment,Platinum Mastercard,,
5/13/2018,Transfer from EVERYDAY CHECKING,ONLINE PAYMENT THANK YOU ALPHARETTA GA,700,credit,Credit Card Payment,XXXXXXXXXX1112,,
5/13/2018,Turo Ca,TURO 8667352901 CA,44.41,debit,Rental Car & Taxi,XXXXXXXXXX1112,,
5/13/2018,Transfer from EVERYDAY CHECKING,"ONLINE PAYMENT, THANK YOU",300,credit,Credit Card Payment,Costco Anywhere Visa® Card by Citi,,
5/12/2018,7-Eleven,7 ELEVEN 37953 SAN JOSE CA,20.23,debit,Fast Food,Bank of America Cash Rewards Visa Platinum Plus,,
5/12/2018,Falafel Bite,FALAFEL BITE SUNNYVALE CA,10.9,debit,Restaurants,Bank of America Cash Rewards Visa Platinum Plus,,
5/11/2018,Eprintit.com Corp,EPRINTIT.COM CORP,5,debit,Fast Food,Platinum Mastercard,,
5/11/2018,Geico,GEICO *AUTO 800-841-3000 DC,62.57,debit,Auto Insurance,Bank of America Cash Rewards Visa Platinum Plus,,
5/11/2018,Interest Charge Purchases,INTEREST CHARGE ON PURCHASES,10.97,debit,Finance Charge,XXXXXXXXXX4742,,
5/11/2018,Online Thank You,"ONLINE PAYMENT, THANK YOU",100,credit,Credit Card Payment,Costco Anywhere Visa® Card by Citi,,
5/10/2018,Speed Oil Change,SPEED OIL CHANGE CENTE C_PURCHASE,79.79,debit,Service & Parts,Business Advantage Cash Rewards,,
5/10/2018,Treering Yearbooks,TREERING YEARBOOKS,15.6,debit,Books,Platinum Mastercard,,
5/10/2018,Felipe's Market,FELIPE'S MARKET SUNNYVALE CA,64.86,debit,Groceries,Bank of America Cash Rewards Visa Platinum Plus,,
5/9/2018,Wal-Mart,WALMART 003123 SANTA CLARA CA&lt;br/&gt;SAM'S/WAL-MART PURCHASE(S),14.97,debit,Shopping,XXXXXXXXXX1993,,
5/9/2018,Garlic,GARLIC SANTA CLARA CA,34.61,debit,Restaurants,Bank of America Cash Rewards Visa Platinum Plus,,
5/9/2018,Minimum Interest Charge,MINIMUM INTEREST CHARGE,2,debit,Finance Charge,XXXX-XXXX-XXXX-2118,,
5/8/2018,Purchase Finance Charge,PURCHASE *FINANCE CHARGE* C_FEE,49.2,debit,Finance Charge,CORP Account - Business Advantage Cash Rewards,,
5/7/2018,Interest Charged Purchases,INTEREST CHARGED ON PURCHASES C_BANKCHARGES,46.4,debit,Finance Charge,Bank of America Cash Rewards Visa Platinum Plus,,
5/7/2018,Round Table,Round Table Pizza,34.6,debit,Fast Food,Platinum Mastercard,,
5/7/2018,Target,Target,56.35,debit,Shopping,Platinum Mastercard,,
5/7/2018,Turo Ca,TURO 8667352901 CA,108.24,debit,Rental Car & Taxi,XXXXXXXXXX1112,,
5/6/2018,Amazon,AMAZON MARKETPLACE SEATTLE WA&lt;br/&gt;WolVol Transport Car Carrier T,24.94,debit,Gift,XXXXXXXXXX4742,,"Vishnu indian boy, birthday"
5/5/2018,Interest Charged Purchases,INTEREST CHARGED ON PURCHASES C_BANKCHARGES,82.47,debit,Finance Charge,Bank of America Cash Rewards Visa Platinum Plus,,
5/5/2018,Patelco El Camino,PATELCO CREDIT 2654 EL CAMINO REPATELCO CREDIT 2654 EL CAMINO REAL SANTA CLARA CAUS,440,credit,Auto Payment,FREE CHECKING,,
5/3/2018,Homestead,76 - HOMESTEAD 76 CUPERTINO CA,49.36,debit,Restaurants,XXXXXXXXXX1112,,
5/3/2018,ATM Cupertino Ca,ATM PAYMENT CUPERTINO CA,1200,credit,Credit Card Payment,Bank of America Cash Rewards Visa Platinum Plus,,
5/3/2018,Whole Foods,Whole Foods Market,64.5,debit,Groceries,Platinum Mastercard,,
5/2/2018,Cash Rewards Statement,CASH REWARDS STATEMENT CREDIT C_BANKTRANSACTION,40.82,credit,Credit Card Payment,Bank of America Cash Rewards Visa Platinum Plus,,
5/2/2018,Rewards Redemption Alpharetta,REWARDS REDEMPTION ALPHARETTA GA,9.62,credit,Income,XXXXXXXXXX4742,,
5/2/2018,ATM Cupertino Ca,ATM PAYMENT CUPERTINO CA,300,credit,Income,Bank of America Cash Rewards Visa Platinum Plus,,
5/1/2018,AT&T,AT&T,49.74,debit,Mobile Phone,Platinum Mastercard,,
4/30/2018,Garlic,GARLIC,23.93,debit,Restaurants,Platinum Mastercard,,
4/30/2018,ATM Santa Clara,ATM PAYMENT SANTA CLARA CA,1500,credit,Credit Card Payment,Bank of America Cash Rewards Visa Platinum Plus,,
4/30/2018,Transfer from EVERYDAY CHECKING,ONLINE PYMT-THANK YOU ATLANTA GA,150,credit,Credit Card Payment,XXXXXXXXXX4742,,
4/30/2018,Transfer from EVERYDAY CHECKING,PAYMENT - THANK YOU,50,credit,Credit Card Payment,XXXX-XXXX-XXXX-2118,,
4/27/2018,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,25.99,debit,Groceries,XXXX-XXXX-XXXX-7998,,
4/27/2018,Interest Charge Purchases,INTEREST CHARGE ON PURCHASES,9.53,debit,Finance Charge,XXXX-XXXX-XXXX-7998,,
4/26/2018,Maiwand Market of Santa Clara,Maiwand Market of Santa Clara,10.99,debit,Groceries,Platinum Mastercard,,
4/26/2018,Taj Mahal Imports,Taj Mahal Imports,35.52,debit,Groceries,Platinum Mastercard,,
4/25/2018,BART,BART   *EZRIDERPARKING C_PURCHASE,21,credit,Public Transportation,Business Advantage Cash Rewards,,
4/25/2018,Cafe Baklava,CAFE BAKLAVA MOUNTAIN VIEWCA,17.85,debit,Restaurants,XXXXXXXXXX1112,,
4/24/2018,Geico,GEICO  *COMMERCIAL C_PURCHASE,114.41,credit,Auto Insurance,Business Advantage Cash Rewards,,
4/24/2018,Lucky,Lucky supermarket,10.28,debit,Groceries,Platinum Mastercard,,
4/24/2018,Amazon,Amazon,33.01,credit,Shopping,Platinum Mastercard,,
4/24/2018,Gawfco,76 - GAWFCO HAYWARD CA,55.69,debit,Gas & Fuel,XXXXXXXXXX1112,,
4/24/2018,Lucky,LUCKY #773 SANTA CL SANTA CLARA CA,5.38,debit,Groceries,XXXX-XXXX-XXXX-7998,,
4/23/2018,Intl Gourmet Foods,INTL GOURMET FOODS SAN JOSE CA,10.62,debit,Groceries,Costco Anywhere Visa® Card by Citi,,
4/23/2018,AT&T,AT&T*BILL PAYMENT 800-331-0500 TX,94.92,debit,Mobile Phone,Bank of America Cash Rewards Visa Platinum Plus,,
4/22/2018,Deerfield Il,ONLINE PAYMENT DEERFIELD IL,62,credit,Credit Card Payment,XXXX-XXXX-XXXX-7998,,
4/21/2018,Exxon,EXXONMOBIL 99493553 SANTA CLARA CA,46.22,debit,Gas & Fuel,XXXX-XXXX-XXXX-7998,,
4/21/2018,Athena Grill,TST* ATHENA GRILL SANTA CLARA CA,65.88,debit,Fast Food,XXXX-XXXX-XXXX-7998,,
4/21/2018,Verizon,VERIZON WRL MY ACCT VW 800-9220204 CA,198.96,debit,Mobile Phone,Bank of America Cash Rewards Visa Platinum Plus,,
